#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BLK	IL18	9606.ENSP00000259089	9606.ENSP00000280357	0	0	0	0	0.052	0	0	0.448	0.455
BLK	CCR5	9606.ENSP00000259089	9606.ENSP00000292303	0	0	0	0	0.142	0	0	0.428	0.488
BLK	CD40	9606.ENSP00000259089	9606.ENSP00000361359	0	0	0	0	0.101	0.044	0	0.461	0.496
BLK	PTPN22	9606.ENSP00000259089	9606.ENSP00000352833	0	0	0	0	0.184	0.097	0	0.596	0.676
BLK	TNFAIP3	9606.ENSP00000259089	9606.ENSP00000481570	0	0	0	0	0.095	0.066	0	0.702	0.726
CCR5	TGFB1	9606.ENSP00000292303	9606.ENSP00000221930	0	0	0	0	0.059	0.069	0	0.505	0.528
CCR5	NFKB1	9606.ENSP00000292303	9606.ENSP00000226574	0	0	0	0	0.132	0.045	0	0.479	0.530
CCR5	IL2	9606.ENSP00000292303	9606.ENSP00000226730	0	0	0	0	0.093	0	0	0.744	0.758
CCR5	IFNG	9606.ENSP00000292303	9606.ENSP00000229135	0	0	0	0	0.186	0	0	0.906	0.920
CCR5	IL4	9606.ENSP00000292303	9606.ENSP00000231449	0	0	0	0	0.044	0	0	0.780	0.781
CCR5	BLK	9606.ENSP00000292303	9606.ENSP00000259089	0	0	0	0	0.142	0	0	0.428	0.488
CCR5	TLR2	9606.ENSP00000292303	9606.ENSP00000260010	0	0	0	0	0.276	0	0	0.575	0.679
CCR5	IL1A	9606.ENSP00000292303	9606.ENSP00000263339	0	0	0	0	0	0	0	0.583	0.583
CCR5	IL1B	9606.ENSP00000292303	9606.ENSP00000263341	0	0	0	0	0.165	0	0	0.800	0.826
CCR5	CD80	9606.ENSP00000292303	9606.ENSP00000264246	0	0	0	0	0.227	0.098	0	0.719	0.787
CCR5	ICAM1	9606.ENSP00000292303	9606.ENSP00000264832	0	0	0	0	0.115	0	0	0.598	0.629
CCR5	IL18	9606.ENSP00000292303	9606.ENSP00000280357	0	0	0	0	0.067	0	0	0.719	0.726
CCR5	PPIA	9606.ENSP00000292303	9606.ENSP00000419425	0	0	0	0	0.109	0.046	0	0.359	0.408
CCR5	DPP4	9606.ENSP00000292303	9606.ENSP00000353731	0	0	0	0	0.110	0	0	0.399	0.442
CCR5	GATA3	9606.ENSP00000292303	9606.ENSP00000368632	0	0	0	0	0.064	0	0	0.432	0.446
CCR5	TLR1	9606.ENSP00000292303	9606.ENSP00000354932	0	0	0	0	0.273	0	0	0.379	0.529
CCR5	TYK2	9606.ENSP00000292303	9606.ENSP00000431885	0	0	0	0	0.055	0	0	0.534	0.540
CCR5	VCAM1	9606.ENSP00000292303	9606.ENSP00000294728	0	0	0	0	0.098	0.098	0	0.541	0.594
CCR5	JAK1	9606.ENSP00000292303	9606.ENSP00000499900	0	0	0	0	0.080	0	0	0.602	0.618
CCR5	CTLA4	9606.ENSP00000292303	9606.ENSP00000497102	0	0	0	0	0.159	0	0	0.616	0.663
CCR5	FOXP3	9606.ENSP00000292303	9606.ENSP00000365380	0	0	0	0	0.114	0	0	0.676	0.701
CCR5	STAT1	9606.ENSP00000292303	9606.ENSP00000354394	0	0	0	0	0.104	0	0	0.690	0.710
CCR5	CD28	9606.ENSP00000292303	9606.ENSP00000324890	0	0	0	0	0.126	0	0	0.689	0.717
CCR5	CD40	9606.ENSP00000292303	9606.ENSP00000361359	0	0	0	0	0.072	0	0	0.743	0.751
CCR5	IL17A	9606.ENSP00000292303	9606.ENSP00000497968	0	0	0	0	0.045	0	0	0.759	0.760
CCR5	JAK3	9606.ENSP00000292303	9606.ENSP00000432511	0	0	0	0	0.148	0	0.650	0.288	0.769
CCR5	CD86	9606.ENSP00000292303	9606.ENSP00000332049	0	0	0	0	0.391	0	0	0.650	0.778
CCR5	TLR4	9606.ENSP00000292303	9606.ENSP00000363089	0	0	0	0	0.227	0	0	0.737	0.788
CCR5	IL6	9606.ENSP00000292303	9606.ENSP00000385675	0	0	0	0	0	0	0	0.831	0.831
CCR5	IL10	9606.ENSP00000292303	9606.ENSP00000412237	0	0	0	0	0.134	0	0.400	0.784	0.878
CCR5	TNF	9606.ENSP00000292303	9606.ENSP00000398698	0	0	0	0	0.162	0	0	0.863	0.880
CCR5	JAK2	9606.ENSP00000292303	9606.ENSP00000371067	0	0	0	0	0.085	0.292	0.650	0.604	0.898
CCR5	CXCL8	9606.ENSP00000292303	9606.ENSP00000306512	0	0	0	0	0.067	0	0.650	0.920	0.971
CCR5	CXCR4	9606.ENSP00000292303	9606.ENSP00000386884	0	0	0	0.813	0.101	0.628	0.500	0.984	0.996
CD14	TLR2	9606.ENSP00000385519	9606.ENSP00000260010	0	0	0	0	0.485	0.541	0.900	0.706	0.992
CD14	IL1B	9606.ENSP00000385519	9606.ENSP00000263341	0	0	0	0	0.196	0	0	0.360	0.463
CD14	CD86	9606.ENSP00000385519	9606.ENSP00000332049	0	0	0	0	0.268	0	0	0.226	0.410
CD14	TLR1	9606.ENSP00000385519	9606.ENSP00000354932	0	0	0	0	0.326	0	0.500	0.166	0.694
CD14	TLR4	9606.ENSP00000385519	9606.ENSP00000363089	0	0	0	0	0.345	0	0.900	0.939	0.995
CD14	ALOX5	9606.ENSP00000385519	9606.ENSP00000363512	0	0	0	0	0.329	0	0	0.166	0.416
CD14	IL6	9606.ENSP00000385519	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.390	0.403
CD28	TGFB1	9606.ENSP00000324890	9606.ENSP00000221930	0	0	0	0	0.083	0	0	0.608	0.625
CD28	NFKB1	9606.ENSP00000324890	9606.ENSP00000226574	0	0	0	0	0.106	0	0	0.683	0.704
CD28	IL2	9606.ENSP00000324890	9606.ENSP00000226730	0	0	0	0	0.107	0	0	0.962	0.965
CD28	IFNG	9606.ENSP00000324890	9606.ENSP00000229135	0	0	0	0	0.123	0	0	0.950	0.954
CD28	IL4	9606.ENSP00000324890	9606.ENSP00000231449	0	0	0	0	0.120	0	0	0.887	0.896
CD28	TLR2	9606.ENSP00000324890	9606.ENSP00000260010	0	0	0	0	0	0	0	0.480	0.480
CD28	PRKCQ	9606.ENSP00000324890	9606.ENSP00000263125	0	0	0	0	0.085	0.292	0.900	0.919	0.994
CD28	IL1A	9606.ENSP00000324890	9606.ENSP00000263339	0	0	0	0	0.055	0	0	0.798	0.800
CD28	IL1B	9606.ENSP00000324890	9606.ENSP00000263341	0	0	0	0	0.083	0	0	0.800	0.808
CD28	CD80	9606.ENSP00000324890	9606.ENSP00000264246	0	0	0	0	0.096	0.609	0.900	0.999	0.999
CD28	ICAM1	9606.ENSP00000324890	9606.ENSP00000264832	0	0	0	0	0.047	0	0	0.977	0.977
CD28	IL18	9606.ENSP00000324890	9606.ENSP00000280357	0	0	0	0	0.074	0	0	0.595	0.609
CD28	CCR5	9606.ENSP00000324890	9606.ENSP00000292303	0	0	0	0	0.126	0	0	0.689	0.717
CD28	VCAM1	9606.ENSP00000324890	9606.ENSP00000294728	0	0	0	0	0.103	0	0	0.403	0.442
CD28	CXCL8	9606.ENSP00000324890	9606.ENSP00000306512	0	0	0	0	0.047	0	0	0.590	0.593
CD28	JAK2	9606.ENSP00000324890	9606.ENSP00000371067	0	0	0	0	0.083	0	0	0.399	0.425
CD28	JAK3	9606.ENSP00000324890	9606.ENSP00000432511	0	0	0	0	0.138	0	0	0.418	0.477
CD28	TLR4	9606.ENSP00000324890	9606.ENSP00000363089	0	0	0	0	0.042	0	0	0.540	0.540
CD28	JAK1	9606.ENSP00000324890	9606.ENSP00000499900	0	0	0	0	0.055	0	0	0.568	0.574
CD28	STAT1	9606.ENSP00000324890	9606.ENSP00000354394	0	0	0	0	0.071	0	0	0.571	0.584
CD28	CXCR4	9606.ENSP00000324890	9606.ENSP00000386884	0	0	0	0	0.086	0	0	0.580	0.599
CD28	DPP4	9606.ENSP00000324890	9606.ENSP00000353731	0	0	0	0	0.126	0	0	0.563	0.602
CD28	GATA3	9606.ENSP00000324890	9606.ENSP00000368632	0	0	0	0	0.092	0	0	0.610	0.630
CD28	PTPN22	9606.ENSP00000324890	9606.ENSP00000352833	0	0	0	0	0.159	0	0	0.588	0.638
CD28	IL6	9606.ENSP00000324890	9606.ENSP00000385675	0	0	0	0	0.083	0	0	0.780	0.790
CD28	IL17A	9606.ENSP00000324890	9606.ENSP00000497968	0	0	0	0	0.062	0	0	0.863	0.867
CD28	TNF	9606.ENSP00000324890	9606.ENSP00000398698	0	0	0	0	0.083	0	0	0.869	0.875
CD28	IL10	9606.ENSP00000324890	9606.ENSP00000412237	0	0	0	0	0.098	0	0	0.917	0.922
CD28	FOXP3	9606.ENSP00000324890	9606.ENSP00000365380	0	0	0	0	0.085	0.075	0	0.929	0.935
CD28	CTLA4	9606.ENSP00000324890	9606.ENSP00000497102	0	0	0.110	0.683	0.325	0	0	0.987	0.991
CD28	CD40	9606.ENSP00000324890	9606.ENSP00000361359	0	0	0	0	0.058	0	0	0.997	0.997
CD28	CD86	9606.ENSP00000324890	9606.ENSP00000332049	0	0	0	0	0.130	0.607	0.900	0.999	0.999
CD40	TGFB1	9606.ENSP00000361359	9606.ENSP00000221930	0	0	0	0	0.145	0	0	0.590	0.634
CD40	NFKB1	9606.ENSP00000361359	9606.ENSP00000226574	0	0	0	0	0.073	0	0	0.895	0.898
CD40	IL2	9606.ENSP00000361359	9606.ENSP00000226730	0	0	0	0	0.056	0	0	0.844	0.847
CD40	IFNG	9606.ENSP00000361359	9606.ENSP00000229135	0	0	0	0	0.056	0	0	0.926	0.927
CD40	IL4	9606.ENSP00000361359	9606.ENSP00000231449	0	0	0	0	0.059	0	0	0.928	0.929
CD40	BLK	9606.ENSP00000361359	9606.ENSP00000259089	0	0	0	0	0.101	0.044	0	0.461	0.496
CD40	TLR2	9606.ENSP00000361359	9606.ENSP00000260010	0	0	0	0	0.110	0	0	0.904	0.911
CD40	IL1A	9606.ENSP00000361359	9606.ENSP00000263339	0	0	0	0	0.076	0	0	0.796	0.803
CD40	IL1B	9606.ENSP00000361359	9606.ENSP00000263341	0	0	0	0	0.133	0	0	0.944	0.949
CD40	CD80	9606.ENSP00000361359	9606.ENSP00000264246	0	0	0	0	0.258	0	0	0.999	0.999
CD40	ICAM1	9606.ENSP00000361359	9606.ENSP00000264832	0	0	0	0	0.213	0	0	0.967	0.972
CD40	IL18	9606.ENSP00000361359	9606.ENSP00000280357	0	0	0	0	0.068	0	0	0.627	0.638
CD40	CCR5	9606.ENSP00000361359	9606.ENSP00000292303	0	0	0	0	0.072	0	0	0.743	0.751
CD40	VCAM1	9606.ENSP00000361359	9606.ENSP00000294728	0	0	0	0	0.083	0	0	0.850	0.857
CD40	CXCL8	9606.ENSP00000361359	9606.ENSP00000306512	0	0	0	0	0.126	0	0	0.652	0.682
CD40	CD28	9606.ENSP00000361359	9606.ENSP00000324890	0	0	0	0	0.058	0	0	0.997	0.997
CD40	CD86	9606.ENSP00000361359	9606.ENSP00000332049	0	0	0	0	0.200	0	0	0.986	0.988
CD40	TRAF3IP2	9606.ENSP00000361359	9606.ENSP00000345984	0	0	0	0	0.047	0.626	0	0.268	0.716
CD40	PTPN22	9606.ENSP00000361359	9606.ENSP00000352833	0	0	0	0	0.054	0.050	0	0.571	0.581
CD40	STAT1	9606.ENSP00000361359	9606.ENSP00000354394	0	0	0	0	0.119	0	0	0.737	0.758
CD40	TLR1	9606.ENSP00000361359	9606.ENSP00000354932	0	0	0	0	0.121	0	0	0.544	0.582
CD40	PTGS2	9606.ENSP00000361359	9606.ENSP00000356438	0	0	0	0	0	0	0	0.447	0.447
CD40	TYK2	9606.ENSP00000361359	9606.ENSP00000431885	0	0	0	0	0.087	0.044	0	0.382	0.414
CD40	JAK1	9606.ENSP00000361359	9606.ENSP00000499900	0	0	0	0	0.088	0.044	0	0.434	0.464
CD40	JAK2	9606.ENSP00000361359	9606.ENSP00000371067	0	0	0	0	0.101	0.044	0	0.434	0.471
CD40	GATA3	9606.ENSP00000361359	9606.ENSP00000368632	0	0	0	0	0.048	0	0	0.471	0.474
CD40	TNFAIP3	9606.ENSP00000361359	9606.ENSP00000481570	0	0	0	0	0.080	0.067	0	0.527	0.558
CD40	JAK3	9606.ENSP00000361359	9606.ENSP00000432511	0	0	0	0	0.108	0.044	0	0.649	0.675
CD40	CXCR4	9606.ENSP00000361359	9606.ENSP00000386884	0	0	0	0	0.091	0	0	0.736	0.750
CD40	FOXP3	9606.ENSP00000361359	9606.ENSP00000365380	0	0	0	0	0.042	0.067	0	0.770	0.777
CD40	IL17A	9606.ENSP00000361359	9606.ENSP00000497968	0	0	0	0	0.053	0	0	0.854	0.856
CD40	IL6	9606.ENSP00000361359	9606.ENSP00000385675	0	0	0	0	0.134	0	0	0.879	0.891
CD40	IL10	9606.ENSP00000361359	9606.ENSP00000412237	0	0	0	0	0.049	0	0	0.900	0.901
CD40	TLR4	9606.ENSP00000361359	9606.ENSP00000363089	0	0	0	0	0.075	0	0	0.915	0.918
CD40	CTLA4	9606.ENSP00000361359	9606.ENSP00000497102	0	0	0	0	0.071	0	0	0.973	0.973
CD40	TNF	9606.ENSP00000361359	9606.ENSP00000398698	0	0	0	0	0.135	0	0.500	0.984	0.992
CD80	TGFB1	9606.ENSP00000264246	9606.ENSP00000221930	0	0	0	0	0.098	0	0	0.587	0.611
CD80	NFKB1	9606.ENSP00000264246	9606.ENSP00000226574	0	0	0	0	0.130	0	0	0.675	0.705
CD80	IL2	9606.ENSP00000264246	9606.ENSP00000226730	0	0	0	0	0.063	0.069	0	0.898	0.903
CD80	IFNG	9606.ENSP00000264246	9606.ENSP00000229135	0	0	0	0	0.138	0	0	0.937	0.943
CD80	IL12B	9606.ENSP00000264246	9606.ENSP00000231228	0	0	0	0	0.236	0	0	0.259	0.411
CD80	IL4	9606.ENSP00000264246	9606.ENSP00000231449	0	0	0	0	0.044	0	0	0.894	0.894
CD80	TLR2	9606.ENSP00000264246	9606.ENSP00000260010	0	0	0	0	0.139	0.095	0	0.703	0.749
CD80	PRKCQ	9606.ENSP00000264246	9606.ENSP00000263125	0	0	0	0	0.088	0	0	0.460	0.487
CD80	IL1A	9606.ENSP00000264246	9606.ENSP00000263339	0	0	0	0	0.116	0	0	0.760	0.778
CD80	IL1B	9606.ENSP00000264246	9606.ENSP00000263341	0	0	0	0	0.141	0	0	0.838	0.855
CD80	PTPN22	9606.ENSP00000264246	9606.ENSP00000352833	0	0	0	0	0.173	0	0	0.323	0.416
CD80	TYK2	9606.ENSP00000264246	9606.ENSP00000431885	0	0	0	0	0.098	0.102	0	0.343	0.421
CD80	PTGS2	9606.ENSP00000264246	9606.ENSP00000356438	0	0	0	0	0.072	0	0	0.413	0.432
CD80	JAK3	9606.ENSP00000264246	9606.ENSP00000432511	0	0	0	0	0.105	0.102	0	0.364	0.445
CD80	JAK2	9606.ENSP00000264246	9606.ENSP00000371067	0	0	0	0	0.123	0.102	0	0.423	0.506
CD80	JAK1	9606.ENSP00000264246	9606.ENSP00000499900	0	0	0	0	0.085	0.102	0	0.449	0.508
CD80	GATA3	9606.ENSP00000264246	9606.ENSP00000368632	0	0	0	0	0	0	0	0.512	0.512
CD80	VCAM1	9606.ENSP00000264246	9606.ENSP00000294728	0	0	0	0	0.129	0	0	0.518	0.562
CD80	IL18	9606.ENSP00000264246	9606.ENSP00000280357	0	0	0	0	0.047	0	0	0.604	0.606
CD80	TLR1	9606.ENSP00000264246	9606.ENSP00000354932	0	0	0	0	0.172	0.095	0	0.528	0.615
CD80	STAT1	9606.ENSP00000264246	9606.ENSP00000354394	0	0	0	0	0.130	0	0	0.599	0.637
CD80	CXCL8	9606.ENSP00000264246	9606.ENSP00000306512	0	0	0	0	0.080	0	0	0.623	0.638
CD80	CXCR4	9606.ENSP00000264246	9606.ENSP00000386884	0	0	0	0	0.128	0.098	0	0.668	0.716
CD80	CCR5	9606.ENSP00000264246	9606.ENSP00000292303	0	0	0	0	0.227	0.098	0	0.719	0.787
CD80	TLR4	9606.ENSP00000264246	9606.ENSP00000363089	0	0	0	0	0.176	0.095	0	0.755	0.801
CD80	IL17A	9606.ENSP00000264246	9606.ENSP00000497968	0	0	0	0	0.061	0	0	0.805	0.809
CD80	IL6	9606.ENSP00000264246	9606.ENSP00000385675	0	0	0	0	0.161	0	0	0.826	0.847
CD80	TNF	9606.ENSP00000264246	9606.ENSP00000398698	0	0	0	0	0.205	0	0	0.890	0.908
CD80	FOXP3	9606.ENSP00000264246	9606.ENSP00000365380	0	0	0	0	0.048	0	0	0.908	0.909
CD80	IL10	9606.ENSP00000264246	9606.ENSP00000412237	0	0	0	0	0.182	0	0.400	0.928	0.962
CD80	ICAM1	9606.ENSP00000264246	9606.ENSP00000264832	0	0	0	0	0.124	0	0.400	0.997	0.998
CD80	CTLA4	9606.ENSP00000264246	9606.ENSP00000497102	0	0	0	0	0.123	0.977	0.900	0.999	0.999
CD80	CD86	9606.ENSP00000264246	9606.ENSP00000332049	0	0	0	0.618	0.262	0.393	0.900	0.989	0.999
CD80	CD28	9606.ENSP00000264246	9606.ENSP00000324890	0	0	0	0	0.096	0.609	0.900	0.999	0.999
CD80	CD40	9606.ENSP00000264246	9606.ENSP00000361359	0	0	0	0	0.258	0	0	0.999	0.999
CD86	TGFB1	9606.ENSP00000332049	9606.ENSP00000221930	0	0	0	0	0.133	0	0	0.618	0.655
CD86	NFKB1	9606.ENSP00000332049	9606.ENSP00000226574	0	0	0	0	0.130	0	0	0.688	0.717
CD86	IL2	9606.ENSP00000332049	9606.ENSP00000226730	0	0	0	0	0	0	0	0.879	0.879
CD86	IFNG	9606.ENSP00000332049	9606.ENSP00000229135	0	0	0	0	0.229	0	0	0.929	0.943
CD86	IL4	9606.ENSP00000332049	9606.ENSP00000231449	0	0	0	0	0	0	0	0.917	0.917
CD86	TLR2	9606.ENSP00000332049	9606.ENSP00000260010	0	0	0	0	0.235	0	0	0.756	0.805
CD86	IL1A	9606.ENSP00000332049	9606.ENSP00000263339	0	0	0	0	0.123	0	0	0.808	0.825
CD86	IL1B	9606.ENSP00000332049	9606.ENSP00000263341	0	0	0	0	0.283	0	0	0.817	0.863
CD86	CD80	9606.ENSP00000332049	9606.ENSP00000264246	0	0	0	0.618	0.262	0.393	0.900	0.989	0.999
CD86	ICAM1	9606.ENSP00000332049	9606.ENSP00000264832	0	0	0	0	0.149	0	0.400	0.974	0.985
CD86	IL18	9606.ENSP00000332049	9606.ENSP00000280357	0	0	0	0	0.156	0	0	0.637	0.680
CD86	CCR5	9606.ENSP00000332049	9606.ENSP00000292303	0	0	0	0	0.391	0	0	0.650	0.778
CD86	VCAM1	9606.ENSP00000332049	9606.ENSP00000294728	0	0	0	0	0.117	0	0	0.543	0.579
CD86	CXCL8	9606.ENSP00000332049	9606.ENSP00000306512	0	0	0	0	0.152	0	0	0.660	0.699
CD86	CD28	9606.ENSP00000332049	9606.ENSP00000324890	0	0	0	0	0.130	0.607	0.900	0.999	0.999
CD86	PTPN22	9606.ENSP00000332049	9606.ENSP00000352833	0	0	0	0	0.182	0	0	0.305	0.407
CD86	CD14	9606.ENSP00000332049	9606.ENSP00000385519	0	0	0	0	0.268	0	0	0.226	0.410
CD86	JAK3	9606.ENSP00000332049	9606.ENSP00000432511	0	0	0	0	0.141	0	0	0.353	0.420
CD86	JAK1	9606.ENSP00000332049	9606.ENSP00000499900	0	0	0	0	0.074	0	0	0.445	0.464
CD86	JAK2	9606.ENSP00000332049	9606.ENSP00000371067	0	0	0	0	0.130	0	0	0.418	0.472
CD86	PTGS2	9606.ENSP00000332049	9606.ENSP00000356438	0	0	0	0	0.099	0	0	0.452	0.485
CD86	GATA3	9606.ENSP00000332049	9606.ENSP00000368632	0	0	0	0	0	0	0	0.525	0.525
CD86	DPP4	9606.ENSP00000332049	9606.ENSP00000353731	0	0	0	0	0	0	0	0.560	0.560
CD86	STAT1	9606.ENSP00000332049	9606.ENSP00000354394	0	0	0	0	0.120	0	0	0.612	0.645
CD86	TLR1	9606.ENSP00000332049	9606.ENSP00000354932	0	0	0	0	0.283	0	0	0.626	0.720
CD86	IL17A	9606.ENSP00000332049	9606.ENSP00000497968	0	0	0	0	0.068	0	0	0.745	0.752
CD86	CXCR4	9606.ENSP00000332049	9606.ENSP00000386884	0	0	0	0	0.164	0	0	0.772	0.801
CD86	TLR4	9606.ENSP00000332049	9606.ENSP00000363089	0	0	0	0	0.230	0	0	0.802	0.841
CD86	IL6	9606.ENSP00000332049	9606.ENSP00000385675	0	0	0	0	0.111	0	0	0.852	0.862
CD86	FOXP3	9606.ENSP00000332049	9606.ENSP00000365380	0	0	0	0	0.059	0	0	0.901	0.903
CD86	TNF	9606.ENSP00000332049	9606.ENSP00000398698	0	0	0	0	0.213	0	0	0.906	0.922
CD86	IL10	9606.ENSP00000332049	9606.ENSP00000412237	0	0	0	0	0.207	0	0.400	0.934	0.966
CD86	CD40	9606.ENSP00000332049	9606.ENSP00000361359	0	0	0	0	0.200	0	0	0.986	0.988
CD86	CTLA4	9606.ENSP00000332049	9606.ENSP00000497102	0	0	0	0	0.124	0.971	0.900	0.999	0.999
CTLA4	TGFB1	9606.ENSP00000497102	9606.ENSP00000221930	0	0	0	0	0.062	0	0	0.643	0.651
CTLA4	NFKB1	9606.ENSP00000497102	9606.ENSP00000226574	0	0	0	0	0.088	0	0	0.543	0.565
CTLA4	IL2	9606.ENSP00000497102	9606.ENSP00000226730	0	0	0	0	0.140	0	0	0.937	0.943
CTLA4	IFNG	9606.ENSP00000497102	9606.ENSP00000229135	0	0	0	0	0.302	0	0	0.933	0.951
CTLA4	IL4	9606.ENSP00000497102	9606.ENSP00000231449	0	0	0	0	0.144	0	0	0.860	0.875
CTLA4	TLR2	9606.ENSP00000497102	9606.ENSP00000260010	0	0	0	0	0.062	0	0	0.505	0.515
CTLA4	PRKCQ	9606.ENSP00000497102	9606.ENSP00000263125	0	0	0	0	0.100	0	0	0.525	0.554
CTLA4	IL1A	9606.ENSP00000497102	9606.ENSP00000263339	0	0	0	0	0.062	0	0	0.583	0.592
CTLA4	IL1B	9606.ENSP00000497102	9606.ENSP00000263341	0	0	0	0	0.082	0	0	0.663	0.677
CTLA4	CD80	9606.ENSP00000497102	9606.ENSP00000264246	0	0	0	0	0.123	0.977	0.900	0.999	0.999
CTLA4	ICAM1	9606.ENSP00000497102	9606.ENSP00000264832	0	0	0	0	0.062	0	0	0.838	0.841
CTLA4	IL18	9606.ENSP00000497102	9606.ENSP00000280357	0	0	0	0	0.074	0	0	0.588	0.602
CTLA4	CCR5	9606.ENSP00000497102	9606.ENSP00000292303	0	0	0	0	0.159	0	0	0.616	0.663
CTLA4	VCAM1	9606.ENSP00000497102	9606.ENSP00000294728	0	0	0	0	0.104	0	0	0.623	0.648
CTLA4	CXCL8	9606.ENSP00000497102	9606.ENSP00000306512	0	0	0	0	0.061	0	0	0.589	0.598
CTLA4	PTPN2	9606.ENSP00000497102	9606.ENSP00000311857	0	0	0	0	0.106	0.141	0	0.448	0.539
CTLA4	CD28	9606.ENSP00000497102	9606.ENSP00000324890	0	0	0.110	0.683	0.325	0	0	0.987	0.991
CTLA4	CD86	9606.ENSP00000497102	9606.ENSP00000332049	0	0	0	0	0.124	0.971	0.900	0.999	0.999
CTLA4	PTPN22	9606.ENSP00000497102	9606.ENSP00000352833	0	0	0	0	0.171	0	0	0.843	0.864
CTLA4	DPP4	9606.ENSP00000497102	9606.ENSP00000353731	0	0	0	0	0.124	0	0	0.349	0.405
CTLA4	STAT1	9606.ENSP00000497102	9606.ENSP00000354394	0	0	0	0	0.079	0	0	0.732	0.742
CTLA4	PTGS2	9606.ENSP00000497102	9606.ENSP00000356438	0	0	0	0	0.055	0	0	0.419	0.427
CTLA4	CD40	9606.ENSP00000497102	9606.ENSP00000361359	0	0	0	0	0.071	0	0	0.973	0.973
CTLA4	TLR4	9606.ENSP00000497102	9606.ENSP00000363089	0	0	0	0	0.048	0	0	0.572	0.575
CTLA4	PADI4	9606.ENSP00000497102	9606.ENSP00000364597	0	0	0	0	0.042	0	0	0.412	0.412
CTLA4	FOXP3	9606.ENSP00000497102	9606.ENSP00000365380	0	0	0	0	0.146	0.075	0.500	0.946	0.976
CTLA4	GATA3	9606.ENSP00000497102	9606.ENSP00000368632	0	0	0	0	0.106	0	0	0.727	0.745
CTLA4	JAK2	9606.ENSP00000497102	9606.ENSP00000371067	0	0	0	0	0.074	0.292	0	0.507	0.648
CTLA4	IL6	9606.ENSP00000497102	9606.ENSP00000385675	0	0	0	0	0.084	0	0	0.806	0.815
CTLA4	CXCR4	9606.ENSP00000497102	9606.ENSP00000386884	0	0	0	0	0.100	0	0	0.582	0.607
CTLA4	TNF	9606.ENSP00000497102	9606.ENSP00000398698	0	0	0	0	0.094	0	0	0.865	0.873
CTLA4	IL10	9606.ENSP00000497102	9606.ENSP00000412237	0	0	0	0	0.119	0	0	0.915	0.922
CTLA4	JAK3	9606.ENSP00000497102	9606.ENSP00000432511	0	0	0	0	0.129	0	0	0.748	0.771
CTLA4	TNFAIP3	9606.ENSP00000497102	9606.ENSP00000481570	0	0	0	0	0.126	0	0	0.415	0.467
CTLA4	JAK1	9606.ENSP00000497102	9606.ENSP00000499900	0	0	0	0	0.056	0	0	0.541	0.548
CTLA4	IL17A	9606.ENSP00000497102	9606.ENSP00000497968	0	0	0	0	0.079	0	0	0.875	0.880
CXCL8	MIF	9606.ENSP00000306512	9606.ENSP00000215754	0	0	0	0	0.060	0	0	0.645	0.652
CXCL8	MAPK1	9606.ENSP00000306512	9606.ENSP00000215832	0	0	0	0	0.044	0	0	0.735	0.735
CXCL8	TGFB1	9606.ENSP00000306512	9606.ENSP00000221930	0	0	0	0	0.085	0	0	0.765	0.775
